321,2016-02-07,MJ,42,56,53
322,2015-01-13,MJ,5,32,157
323,2016-02-11,SV,71,12,142
324,2016-06-17,MN,97,33,184
325,2013-03-18,MN,82,36,201
326,2016-11-15,MJ,165,2,175
327,2013-07-03,MN,121,5,10
328,2014-01-08,MN,97,8,163
329,2015-12-24,SV,16,13,47
330,2015-08-23,MN,195,61,141
331,2014-09-22,SV,23,13,73
332,2013-03-16,MN,33,50,0
333,2015-03-31,MN,158,47,84
334,2014-12-18,MN,109,42,141
335,2013-07-15,MN,63,50,144
336,2014-01-27,SV,11,5,21
337,2014-03-16,MN,76,35,246
338,2015-07-14,MN,124,13,241
339,2015-05-06,MJ,145,30,177
340,2014-12-15,MJ,100,16,7
341,2015-09-24,MN,74,33,225
342,2013-06-03,SV,48,43,81
343,2013-06-22,MN,243,24,195
344,2013-05-13,MN,18,20,80
345,2015-12-06,MJ,47,61,118
346,2014-07-01,MN,188,8,222
347,2015-08-17,MN,100,52,71
348,2014-06-20,SV,248,3,84
349,2016-03-20,SV,237,43,79
350,2014-10-17,MN,207,59,141
351,2015-07-23,MN,217,7,146
352,2014-11-23,MN,197,32,23
353,2014-07-10,SV,97,51,19
354,2013-04-04,MJ,14,12,7
355,2015-03-19,MJ,109,9,94
356,2015-10-29,SV,169,66,111
357,2015-12-19,MN,194,52,102
358,2015-01-08,MN,167,24,116
359,2015-01-12,MN,174,17,73
360,2014-11-28,MJ,40,56,25
361,2014-09-09,MN,215,34,135
362,2015-08-18,MN,116,62,69
363,2016-04-08,MJ,79,23,119
364,2014-06-08,MJ,62,60,38
365,2015-10-24,SV,61,62,38
366,2014-07-09,SV,202,38,204
367,2015-12-28,MN,76,44,234
368,2015-01-11,MJ,73,16,51
369,2014-08-25,MN,25,29,91
370,2016-03-11,MN,227,48,123
371,2015-11-14,SV,43,54,244
372,2015-08-25,SV,209,65,160
373,2013-11-16,MN,196,24,206
374,2016-08-10,MJ,242,49,68
375,2016-09-24,MJ,21,37,38
376,2014-03-01,MN,4,61,185
377,2014-01-06,MJ,151,65,74
378,2013-12-01,SV,77,14,5
379,2015-01-05,MJ,181,62,138
380,2016-06-08,MN,232,56,119
381,2014-02-28,MN,154,30,192
382,2015-07-25,MJ,116,63,178
383,2015-10-09,MJ,227,50,91
384,2016-09-10,MJ,90,22,129
385,2016-04-08,MJ,120,46,125
386,2015-10-06,SV,37,50,87
387,2013-01-29,MN,37,57,221
388,2015-06-17,MJ,112,48,189
389,2013-11-09,SV,88,21,190
390,2013-08-20,MN,233,16,158
391,2014-01-11,SV,184,65,108
392,2014-05-26,MN,98,5,125
393,2016-09-08,MN,183,53,0
394,2015-09-07,MJ,114,66,186
395,2015-02-26,SV,120,56,157
396,2014-07-02,MN,137,15,4
397,2015-08-07,MJ,194,37,81
398,2013-07-23,MJ,91,37,197
399,2014-04-11,SV,84,32,26
400,2015-11-27,MN,189,33,47
401,2016-06-11,MN,11,48,18
402,2016-12-21,MJ,216,27,218
403,2016-09-14,MJ,2,2,123
404,2014-12-30,MJ,76,63,73
405,2015-03-31,MN,126,8,214
406,2013-05-01,SV,133,29,98
407,2013-12-11,SV,230,46,211
408,2013-05-08,SV,218,37,115
409,2016-09-15,MJ,168,64,199
410,2013-05-28,MJ,228,17,175
411,2016-04-01,MN,244,61,228
412,2013-06-17,MN,95,47,140
413,2014-09-18,SV,78,41,209
414,2013-01-29,MJ,177,41,98
415,2014-10-09,SV,182,35,231
416,2015-01-15,SV,194,57,127
417,2015-10-10,SV,111,63,46
418,2013-03-14,MJ,7,29,3
419,2015-02-19,MN,132,47,97
420,2015-06-21,MJ,6,29,106
421,2014-08-05,MN,244,16,9
422,2013-06-02,MN,85,7,113
423,2014-12-20,MN,64,32,85
424,2014-09-26,SV,140,14,116
425,2014-09-27,MJ,163,31,141
426,2015-07-22,SV,141,56,198
427,2016-03-13,SV,244,56,210
428,2016-11-24,SV,96,41,221
429,2013-06-27,MN,213,55,115
430,2014-04-22,SV,233,56,3
431,2013-01-22,SV,206,41,69
432,2016-03-12,MJ,205,32,52
433,2016-12-16,SV,60,43,217
434,2015-11-17,SV,0,8,131
435,2015-10-07,MJ,203,50,175
436,2016-05-10,MJ,231,52,133
437,2015-04-06,MN,163,11,113
438,2014-11-11,MN,10,26,193
439,2016-05-18,MN,14,14,205
440,2015-02-27,SV,127,35,147
441,2015-03-23,MN,76,54,9
442,2014-10-01,MN,201,8,115
443,2015-06-25,MJ,168,31,58
444,2014-10-28,SV,186,43,199
445,2015-06-25,MN,86,32,76
446,2016-08-22,SV,167,44,247
447,2014-05-07,MN,228,34,60
448,2013-12-24,MN,11,47,237
449,2013-10-10,MN,79,29,210
450,2013-09-13,SV,144,64,132
451,2014-06-09,MN,53,17,53
452,2016-12-31,MN,243,31,7
453,2013-03-31,SV,94,22,125
454,2013-08-27,SV,149,36,118
455,2016-10-04,SV,46,64,99
456,2013-06-29,MJ,169,8,240
457,2016-10-07,MN,32,46,73
458,2015-07-27,MN,48,18,116
459,2015-05-19,MJ,166,26,162
460,2016-07-02,SV,126,19,61
461,2016-09-12,MN,92,55,88
462,2015-04-22,MN,166,34,166
463,2015-09-19,MJ,21,48,86
464,2014-08-27,MN,239,63,4
465,2013-03-07,MJ,151,65,180
466,2015-05-23,MN,181,11,74
467,2013-05-11,SV,89,31,226
468,2016-05-29,MJ,216,57,159
469,2015-05-22,MN,79,14,79
470,2013-08-24,MJ,136,9,78
471,2015-04-06,MN,161,46,160
472,2013-10-30,SV,32,9,69
473,2014-12-23,MN,47,42,97
474,2015-08-25,MN,23,4,163
475,2013-01-18,SV,219,54,121
476,2013-08-21,MN,171,27,21
477,2014-03-11,MJ,179,0,213
478,2015-10-13,MJ,232,24,151
479,2015-08-19,MJ,110,57,111
480,2015-05-15,MN,208,36,235
481,2016-10-21,MN,189,21,34
482,2015-02-22,MN,5,45,192
483,2013-03-07,SV,70,20,9
484,2016-08-03,MN,82,64,239
485,2016-02-25,SV,204,32,241
486,2013-01-24,SV,7,40,249
487,2014-09-07,MJ,69,15,128
488,2015-07-30,MJ,41,13,23
489,2016-01-04,MN,242,20,163
490,2016-11-28,SV,180,24,175
491,2014-03-20,MJ,27,0,190
492,2014-03-01,MJ,39,53,188
493,2016-09-10,MJ,181,49,60
494,2015-04-12,MN,51,62,90
495,2013-01-01,MN,78,16,78
496,2014-09-08,SV,55,21,214
497,2013-06-08,MJ,91,21,237
498,2016-11-28,SV,210,57,215
499,2015-08-24,SV,238,24,64
500,2016-10-28,SV,170,49,19
501,2015-03-19,SV,218,40,200
502,2015-04-02,MJ,217,37,23
503,2013-07-30,MN,188,0,151
504,2014-07-18,SV,101,28,158
505,2015-02-20,MJ,76,0,15
506,2014-02-04,MJ,124,20,66
507,2015-07-15,MN,228,32,242
508,2014-03-27,MJ,116,8,214
509,2016-06-23,SV,38,13,6
510,2015-05-11,SV,148,56,157
511,2014-09-07,SV,212,1,134
512,2014-08-14,SV,49,34,93
513,2016-12-16,SV,207,32,198
514,2016-10-31,MN,80,55,182
515,2013-11-15,SV,159,59,93
516,2016-02-12,SV,22,59,153
517,2015-01-17,SV,237,38,112
518,2016-02-06,MJ,160,33,115
519,2016-06-03,MN,85,37,116
520,2016-01-06,SV,108,44,36
521,2014-06-03,MJ,145,63,141
522,2014-02-26,SV,230,29,18
523,2015-06-11,MJ,16,8,191
524,2013-05-14,MJ,19,29,91
525,2015-05-15,MJ,179,25,165
526,2014-11-20,SV,128,58,7
527,2013-04-15,SV,103,56,110
528,2015-03-29,SV,184,57,69
529,2016-12-10,SV,42,40,114
530,2015-02-08,MJ,0,25,168
531,2016-11-10,SV,126,3,107
532,2016-10-24,SV,98,37,150
533,2016-04-29,SV,31,57,74
534,2014-11-16,SV,9,25,85
535,2013-09-19,MJ,89,55,72
536,2016-01-27,MJ,30,51,70
537,2016-05-22,SV,145,17,173
538,2016-08-21,SV,57,31,107
539,2013-08-03,MN,170,22,53
540,2015-06-22,MN,127,13,172
541,2014-11-02,SV,122,19,49
542,2015-03-27,MN,168,35,37
543,2016-12-13,MN,146,25,60
544,2015-06-25,MN,93,7,106
545,2016-05-25,MN,168,53,229
546,2013-10-08,SV,223,45,84
547,2013-06-13,SV,191,66,75
548,2013-03-27,SV,3,23,138
549,2015-05-11,SV,13,49,124
