143,143,65,4
144,144,109,63
145,145,186,52
146,146,41,2
147,147,124,15
148,148,12,7
149,149,163,27
150,150,16,46
151,151,131,62
152,152,120,11
153,153,235,3
154,154,151,1
155,155,18,5
156,156,16,51
157,157,110,17
158,158,19,11
159,159,139,16
160,160,214,27
161,161,222,47
162,162,234,13
163,163,110,63
164,164,77,26
165,165,108,22
166,166,3,36
167,167,33,8
168,168,205,24
169,169,67,58
170,170,112,60
171,171,98,1
172,172,138,25
173,173,154,64
174,174,243,30
175,175,239,60
176,176,10,15
177,177,165,5
178,178,28,55
179,179,142,38
180,180,215,34
181,181,244,26
182,182,171,13
183,183,110,63
184,184,175,63
185,185,82,49
186,186,185,63
187,187,54,39
188,188,48,17
189,189,104,3
190,190,115,58
191,191,40,26
192,192,84,16
193,193,158,56
194,194,136,1
195,195,225,25
196,196,63,19
197,197,175,33
198,198,74,17
199,199,54,35
200,200,108,35
201,201,240,54
202,202,29,32
203,203,131,27
204,204,107,44
205,205,111,15
206,206,167,24
207,207,18,29
208,208,163,23
209,209,61,0
210,210,128,5
211,211,184,47
212,212,20,61
213,213,175,14
214,214,70,46
215,215,2,20
216,216,85,62
217,217,143,64
218,218,205,27
219,219,125,49
220,220,238,35
221,221,68,4
222,222,12,9
223,223,223,64
224,224,129,45
225,225,1,24
226,226,92,56
227,227,136,61
228,228,35,23
229,229,226,28
230,230,137,5
231,231,201,16
232,232,146,42
233,233,121,46
234,234,180,11
235,235,204,14
236,236,203,64
237,237,16,40
238,238,211,19
239,239,140,65
240,240,48,40
241,241,134,4
242,242,129,38
243,243,42,13
244,244,199,54
245,245,107,40
246,246,216,2
247,247,193,52
248,248,221,44
249,249,126,23
250,250,198,17
251,251,173,57
252,252,139,53
253,253,194,55
254,254,141,40
255,255,100,4
256,256,138,62
257,257,14,48
258,258,241,60
259,259,166,41
260,260,207,22
261,261,110,42
262,262,38,38
263,263,190,42
264,264,68,27
265,265,87,37
266,266,206,22
267,267,203,25
268,268,11,66
269,269,86,21
270,270,25,64
271,271,212,59
272,272,28,45
273,273,126,57
274,274,56,22
275,275,249,50
276,276,90,30
277,277,78,24
278,278,217,43
279,279,158,41
280,280,137,12
281,281,18,37
282,282,220,16
283,283,94,12
284,284,67,2
285,285,180,45
286,286,12,64
287,287,196,19
288,288,239,46
289,289,16,19
290,290,79,33
291,291,171,45
292,292,32,65
293,293,19,4
294,294,110,21
295,295,176,38
296,296,104,25
297,297,170,13
298,298,211,20
299,299,44,57
300,300,165,58
301,301,114,6
302,302,198,27
303,303,249,60
304,304,35,46
305,305,13,58
306,306,191,44
307,307,165,53
308,308,58,42
309,309,23,21
310,310,158,46
311,311,5,18
312,312,123,45
313,313,82,20
314,314,170,55
315,315,200,44
316,316,95,39
317,317,88,59
318,318,201,55
319,319,159,4
320,320,49,26
321,321,104,40
322,322,42,64
323,323,145,53
324,324,171,15
325,325,134,62
326,326,146,36
327,327,76,34
328,328,121,52
329,329,203,38
330,330,227,59
331,331,28,33
332,332,170,52
333,333,168,52
334,334,144,17
335,335,195,52
336,336,239,17
337,337,126,50
338,338,65,49
339,339,223,28
340,340,200,53
341,341,44,2
342,342,52,38
343,343,167,51
344,344,18,47
345,345,64,47
346,346,116,34
347,347,24,65
348,348,182,53
349,349,13,44
350,350,173,54
351,351,115,15
352,352,93,3
353,353,84,58
354,354,171,24
355,355,79,22
356,356,239,32
357,357,158,53
358,358,57,64
359,359,171,19
360,360,138,54
361,361,130,48
362,362,47,19
363,363,202,28
364,364,230,27
365,365,75,43
366,366,110,2
367,367,66,9
368,368,112,21
369,369,117,39
370,370,228,58
371,371,34,27
372,372,57,29
373,373,45,12
374,374,166,1
375,375,170,20
376,376,63,10
377,377,141,65
378,378,228,44
379,379,219,36
380,380,185,6
381,381,85,48
382,382,7,58
383,383,42,0
384,384,107,54
385,385,63,14
386,386,179,22
387,387,87,53
388,388,202,42
389,389,197,48
390,390,246,25
391,391,88,14
392,392,184,13
393,393,67,11
394,394,83,8
395,395,210,39
396,396,117,54
397,397,74,43
398,398,132,34
399,399,216,3
400,400,222,28
401,401,116,13
402,402,104,60
403,403,169,48
404,404,162,30
405,405,60,17
406,406,79,35
407,407,10,32
408,408,132,54
409,409,69,34
410,410,152,20
411,411,188,15
412,412,63,26
413,413,171,48
414,414,228,37
415,415,50,43
416,416,175,9
417,417,77,41
418,418,127,47
419,419,189,45
420,420,140,36
421,421,121,40
422,422,135,59
423,423,29,40
424,424,47,24
425,425,144,22
426,426,60,7
427,427,91,65
428,428,134,29
429,429,201,55
430,430,136,60
431,431,122,6
432,432,8,25
433,433,190,40
434,434,236,55
435,435,132,18
436,436,225,23
437,437,15,12
438,438,14,15
439,439,74,53
440,440,135,14
441,441,127,27
442,442,81,46
443,443,17,26
444,444,148,4
445,445,189,21
446,446,169,45
447,447,197,49
448,448,3,64
449,449,223,42
450,450,76,51
451,451,163,43
452,452,152,53
453,453,199,66
454,454,133,54
455,455,191,50
456,456,2,17
457,457,101,13
458,458,128,61
459,459,71,34
460,460,103,36
461,461,215,5
462,462,12,9
463,463,241,39
464,464,118,24
465,465,156,6
466,466,58,57
467,467,191,29
468,468,188,58
469,469,102,42
470,470,112,48
471,471,168,10
472,472,91,30
473,473,21,58
474,474,55,49
475,475,124,18
476,476,40,11
477,477,222,29
478,478,123,44
479,479,184,6
480,480,79,7
481,481,127,17
482,482,23,63
483,483,70,49
484,484,43,31
485,485,64,14
486,486,248,31
487,487,118,47
488,488,189,14
489,489,232,0
490,490,215,43
491,491,44,42
492,492,66,47
493,493,39,33
494,494,171,64
495,495,64,9
496,496,204,14
497,497,185,10
498,498,237,54
499,499,175,30
500,500,3,59
501,501,85,20
502,502,143,61
503,503,37,65
504,504,225,45
505,505,151,34
506,506,98,16
507,507,94,62
508,508,65,10
509,509,241,36
510,510,47,49
511,511,11,63
512,512,221,42
513,513,113,23
514,514,15,14
515,515,163,31
516,516,199,14
517,517,185,12
518,518,36,52
519,519,144,52
520,520,134,13
521,521,235,23
522,522,55,50
523,523,212,55
524,524,69,48
525,525,7,51
526,526,211,58
527,527,100,9
528,528,235,9
529,529,41,9
530,530,52,25
531,531,134,19
532,532,189,19
533,533,70,31
534,534,25,37
535,535,151,3
536,536,169,40
537,537,228,19
538,538,52,66
539,539,206,26
540,540,188,63
541,541,149,44
542,542,9,31
543,543,37,27
544,544,115,6
545,545,134,17
546,546,239,55
547,547,146,6
548,548,232,21
549,549,65,28
550,550,243,9
551,551,11,41
552,552,165,56
553,553,104,59
554,554,142,59
555,555,166,57
556,556,225,51
557,557,166,12
558,558,116,55
559,559,216,2
560,560,237,10
561,561,0,20
562,562,183,64
563,563,82,13
564,564,224,51
565,565,239,54
566,566,184,49
567,567,135,40
568,568,75,63
569,569,134,43
570,570,117,50
571,571,111,3
572,572,148,30
573,573,36,3
574,574,115,43
575,575,206,15
576,576,64,36
577,577,19,59
578,578,213,66
579,579,224,16
580,580,41,19
581,581,70,31
582,582,186,49
583,583,240,2
584,584,159,54
585,585,157,45
586,586,97,36
587,587,247,65
588,588,230,66
589,589,153,7
590,590,40,39
591,591,132,53
592,592,184,23
593,593,152,44
594,594,107,20
595,595,85,33
596,596,153,19
597,597,39,7
598,598,63,19
599,599,92,15
600,600,66,51
601,601,118,65
602,602,150,36
603,603,66,7
604,604,56,48
605,605,200,6
606,606,248,64
607,607,177,66
608,608,10,0
609,609,79,8
610,610,43,3
611,611,226,42
612,612,102,42
613,613,45,3
614,614,18,40
615,615,39,22
616,616,208,40
617,617,243,8
618,618,171,9
619,619,2,42
620,620,144,13
621,621,222,44
622,622,167,66
623,623,227,25
624,624,182,60
625,625,108,44
626,626,7,36
627,627,222,23
628,628,213,4
629,629,187,48
630,630,67,22
631,631,17,18
632,632,80,1
633,633,112,10
634,634,51,65
635,635,191,20
636,636,41,46
637,637,158,47
638,638,50,58
639,639,200,5
640,640,248,21
641,641,101,22
642,642,204,35
643,643,238,24
644,644,158,44
645,645,182,62
646,646,74,17
647,647,246,48
648,648,89,12
649,649,207,37
650,650,144,1
651,651,35,49
652,652,157,38
653,653,4,28
654,654,78,41
655,655,94,2
656,656,114,47
657,657,175,62
658,658,118,46
659,659,181,36
660,660,40,35
661,661,98,27
662,662,164,23
663,663,221,59
664,664,79,16
665,665,245,22
666,666,116,0
667,667,155,5
668,668,120,7
669,669,194,13
670,670,139,56
671,671,129,48
672,672,108,61
673,673,109,0
674,674,209,9
675,675,152,5
676,676,18,53
677,677,47,41
678,678,197,14
679,679,24,20
680,680,211,11
681,681,91,35
682,682,13,15
683,683,26,31
684,684,190,0
685,685,102,29
686,686,11,51
687,687,189,51
688,688,214,34
689,689,120,3
690,690,125,21
691,691,153,0
692,692,26,4
693,693,219,41
694,694,38,66
695,695,37,48
696,696,46,22
697,697,244,60
698,698,163,49
699,699,230,59
700,700,157,24
701,701,124,37
702,702,149,60
703,703,202,18
704,704,157,51
705,705,201,51
706,706,112,45
707,707,153,31
708,708,32,65
709,709,134,33
710,710,23,40
711,711,232,47
712,712,208,65
713,713,149,5
714,714,13,14
715,715,132,6
716,716,167,50
717,717,19,48
718,718,246,57
719,719,233,25
720,720,31,25
721,721,134,50
722,722,4,34
723,723,114,57
724,724,66,51
725,725,98,18
726,726,52,57
727,727,82,6
728,728,159,65
729,729,90,4
730,730,242,56
731,731,167,51
732,732,114,30
733,733,172,17
734,734,41,34
735,735,49,25
736,736,206,52
737,737,30,34
738,738,211,34
739,739,117,46
740,740,212,30
741,741,197,50
742,742,126,55
743,743,155,8
744,744,240,66
745,745,54,50
746,746,201,46
747,747,54,51
748,748,3,1
749,749,26,3
750,750,226,32
751,751,144,37
752,752,240,8
753,753,207,22
754,754,199,21
755,755,5,24
756,756,213,16
757,757,50,1
758,758,44,60
759,759,138,29
760,760,148,27
761,761,121,57
762,762,85,30
763,763,33,14
764,764,186,18
765,765,44,18
766,766,65,12
767,767,171,65
768,768,10,46
769,769,108,27
770,770,189,41
771,771,48,32
772,772,133,53
773,773,173,44
774,774,38,57
775,775,94,54
776,776,170,11
777,777,5,9
778,778,213,12
779,779,44,23
780,780,79,42
781,781,192,31
782,782,89,46
783,783,132,8
784,784,231,36
785,785,104,65
786,786,73,32
787,787,223,40
788,788,57,54
789,789,198,21
790,790,160,16
791,791,167,12
792,792,237,40
793,793,184,52
794,794,82,31
795,795,237,14
796,796,153,32
797,797,24,8
798,798,124,37
799,799,168,43
800,800,197,27
801,801,210,1
802,802,113,13
803,803,161,11
804,804,101,46
805,805,247,42
806,806,28,18
807,807,221,63
808,808,240,1
809,809,106,40
810,810,238,7
811,811,185,1
812,812,200,37
813,813,219,60
814,814,31,17
815,815,0,31
816,816,49,18
817,817,133,44
818,818,136,13
819,819,218,44
820,820,196,16
821,821,42,42
822,822,193,14
823,823,175,3
824,824,248,30
825,825,78,35
826,826,133,29
827,827,61,35
828,828,233,59
829,829,102,38
830,830,66,43
831,831,117,44
832,832,167,19
833,833,132,21
834,834,228,41
835,835,108,38
836,836,123,28
837,837,236,0
838,838,172,61
839,839,77,17
840,840,205,29
841,841,8,17
842,842,218,44
843,843,218,0
844,844,29,0
845,845,7,1
846,846,164,60
847,847,36,23
848,848,225,2
849,849,88,31
850,850,70,35
851,851,187,2
852,852,155,2
853,853,103,56
854,854,94,38
855,855,193,31
856,856,50,53
857,857,140,15
858,858,135,29
859,859,89,58
860,860,51,16
861,861,45,23
862,862,66,27
863,863,188,64
864,864,20,32
865,865,70,40
866,866,189,8
867,867,47,62
868,868,61,63
869,869,60,51
870,870,244,59
871,871,96,54
872,872,115,24
873,873,241,27
874,874,206,46
875,875,107,45
876,876,118,44
877,877,91,33
878,878,208,55
879,879,66,4
880,880,92,35
881,881,214,52
882,882,221,53
883,883,2,4
884,884,233,0
885,885,95,13
886,886,170,39
887,887,10,44
888,888,173,47
889,889,188,17
890,890,26,46
891,891,88,57
892,892,50,45
893,893,183,23
894,894,87,51
895,895,162,65
896,896,139,24
897,897,72,3
898,898,65,34
899,899,98,0
900,900,127,18
901,901,76,10
902,902,170,29
903,903,110,23
904,904,125,34
905,905,169,11
906,906,122,55
907,907,211,15
908,908,54,5
909,909,67,21
910,910,10,16
911,911,98,2
912,912,34,16
913,913,186,40
914,914,156,17
915,915,193,38
916,916,232,9
917,917,72,43
918,918,52,55
919,919,248,16
920,920,37,60
921,921,133,62
922,922,187,49
923,923,0,38
924,924,45,16
925,925,126,65
926,926,247,48
927,927,108,60
928,928,76,23
929,929,36,32
930,930,2,34
931,931,163,40
932,932,152,51
933,933,154,51
934,934,98,14
935,935,91,31
936,936,45,46
937,937,62,37
938,938,15,8
939,939,194,19
940,940,216,45
941,941,166,56
942,942,80,29
943,943,122,39
944,944,19,30
945,945,149,25
946,946,242,28
947,947,111,16
948,948,78,41
949,949,190,15
950,950,161,39
951,951,157,19
952,952,175,20
953,953,232,22
954,954,94,26
955,955,206,13
956,956,126,14
957,957,233,6
958,958,248,39
959,959,90,34
960,960,226,36
961,961,214,63
962,962,203,36
963,963,178,48
964,964,118,8
965,965,18,43
966,966,107,33
967,967,82,59
968,968,113,63
969,969,243,50
970,970,204,65
971,971,157,22
972,972,159,57
973,973,102,4
974,974,227,35
975,975,16,2
976,976,142,18
977,977,89,44
978,978,29,31
979,979,232,66
980,980,137,21
981,981,139,34
982,982,141,27
983,983,16,62
984,984,16,41
985,985,0,53
986,986,25,52
987,987,115,35
988,988,181,46
989,989,167,6
990,990,197,62
991,991,228,49
992,992,191,50
993,993,198,33
994,994,60,54
995,995,156,52
996,996,222,43
997,997,132,20
998,998,238,51
999,999,28,52
1000,1000,0,1
1001,1001,105,14
1002,1002,150,2
1003,1003,38,0
1004,1004,239,42
1005,1005,214,60
1006,1006,219,8
1007,1007,89,61
1008,1008,86,59
1009,1009,220,11
1010,1010,32,1
1011,1011,211,10
1012,1012,6,6
1013,1013,35,33
1014,1014,209,20
1015,1015,23,49
1016,1016,101,19
1017,1017,50,53
1018,1018,61,50
1019,1019,158,59
1020,1020,13,23
1021,1021,88,34
1022,1022,120,52
1023,1023,151,47
1024,1024,16,53
1025,1025,181,48
1026,1026,70,4
1027,1027,59,40
1028,1028,246,41
1029,1029,58,30
1030,1030,21,66
1031,1031,48,4
1032,1032,46,38
1033,1033,56,39
1034,1034,104,34
1035,1035,108,36
1036,1036,239,57
1037,1037,61,9
1038,1038,141,35
1039,1039,34,1
1040,1040,104,55
1041,1041,34,27
1042,1042,34,27
1043,1043,166,5
1044,1044,111,6
1045,1045,117,63
1046,1046,60,26
1047,1047,160,31
1048,1048,92,55
1049,1049,39,7
1050,1050,74,61
1051,1051,50,58
1052,1052,158,50
1053,1053,111,49
1054,1054,196,18
1055,1055,76,34
1056,1056,54,4
1057,1057,174,37
1058,1058,95,14
1059,1059,208,55
1060,1060,248,27
1061,1061,48,54
1062,1062,241,50
1063,1063,61,55
1064,1064,102,5
1065,1065,204,43
1066,1066,210,24
1067,1067,107,23
1068,1068,33,56
1069,1069,33,40
1070,1070,111,31
1071,1071,179,27
1072,1072,242,47
1073,1073,207,58
1074,1074,99,47
1075,1075,30,62
1076,1076,68,2
1077,1077,247,66
1078,1078,244,50
1079,1079,64,23
1080,1080,223,24
1081,1081,146,3
1082,1082,13,25
1083,1083,225,38
1084,1084,77,40
1085,1085,43,66
1086,1086,198,40
1087,1087,139,16
1088,1088,243,54
1089,1089,210,29
1090,1090,195,64
1091,1091,212,3
1092,1092,62,32
1093,1093,83,43
1094,1094,37,19
1095,1095,33,39
1096,1096,200,37
1097,1097,143,14
1098,1098,55,38
1099,1099,7,66
1100,1100,184,61
1101,1101,191,26
1102,1102,226,1
1103,1103,225,27
1104,1104,43,16
1105,1105,29,11
1106,1106,219,13
1107,1107,117,26
1108,1108,154,16
1109,1109,57,40
1110,1110,166,34
1111,1111,219,12
1112,1112,233,66
1113,1113,234,10
1114,1114,125,4
1115,1115,46,53
1116,1116,36,20
1117,1117,224,26
1118,1118,168,8
1119,1119,32,49
1120,1120,242,36
1121,1121,30,10
1122,1122,139,9
1123,1123,196,52
1124,1124,127,62
1125,1125,4,26
1126,1126,206,42
1127,1127,176,41
1128,1128,209,26
1129,1129,12,42
1130,1130,9,21
1131,1131,187,34
1132,1132,178,1
1133,1133,61,21
1134,1134,90,47
1135,1135,88,0
1136,1136,55,30
1137,1137,18,26
1138,1138,183,0
1139,1139,146,48
1140,1140,29,12
1141,1141,12,39
1142,1142,87,33
1143,1143,246,53
1144,1144,203,18
1145,1145,83,9
1146,1146,77,9
1147,1147,49,34
1148,1148,48,14
1149,1149,114,8
1150,1150,137,64
1151,1151,105,45
1152,1152,196,49
1153,1153,15,57
1154,1154,134,6
1155,1155,30,32
1156,1156,83,17
1157,1157,203,66
1158,1158,112,30
1159,1159,160,65
1160,1160,88,45
1161,1161,211,51
1162,1162,51,5
1163,1163,57,49
1164,1164,26,50
1165,1165,53,1
1166,1166,229,19
1167,1167,207,29
1168,1168,237,51
1169,1169,223,54
1170,1170,231,47
1171,1171,45,23
1172,1172,198,63
1173,1173,87,52
1174,1174,22,43
1175,1175,190,34
1176,1176,6,26
1177,1177,85,60
1178,1178,77,7
1179,1179,6,48
1180,1180,239,46
1181,1181,25,13
1182,1182,79,2
1183,1183,76,11
1184,1184,81,31
1185,1185,149,8
1186,1186,242,10
1187,1187,76,64
1188,1188,216,54
1189,1189,28,42
1190,1190,76,25
1191,1191,224,65
1192,1192,249,53
1193,1193,187,51
1194,1194,247,36
1195,1195,166,25
1196,1196,125,41
1197,1197,88,44
1198,1198,87,49
1199,1199,199,33
1200,1200,102,50
1201,1201,229,29
1202,1202,14,32
1203,1203,234,21
1204,1204,175,51
1205,1205,136,58
1206,1206,149,21
1207,1207,123,58
1208,1208,127,10
1209,1209,10,16
1210,1210,227,58
1211,1211,150,61
1212,1212,222,10
1213,1213,160,50
1214,1214,193,24
1215,1215,114,54
1216,1216,93,11
1217,1217,100,9
1218,1218,12,21
1219,1219,38,8
1220,1220,213,10
1221,1221,186,54
1222,1222,16,55
1223,1223,128,39
1224,1224,195,47
1225,1225,91,66
1226,1226,132,33
1227,1227,202,34
1228,1228,76,29
1229,1229,248,60
1230,1230,34,60
1231,1231,78,29
1232,1232,196,58
1233,1233,45,33
1234,1234,22,33
1235,1235,107,16
1236,1236,146,50
1237,1237,99,58
1238,1238,11,8
1239,1239,181,39
1240,1240,223,60
1241,1241,237,58
1242,1242,37,15
1243,1243,17,57
1244,1244,73,8
1245,1245,77,49
1246,1246,38,61
1247,1247,183,22
1248,1248,68,26
1249,1249,243,7
1250,1250,86,58
1251,1251,197,1
1252,1252,192,30
1253,1253,173,33
1254,1254,13,30
1255,1255,226,5
1256,1256,116,48
1257,1257,52,14
1258,1258,227,44
1259,1259,62,56
1260,1260,0,64
1261,1261,155,3
1262,1262,79,8
1263,1263,54,47
1264,1264,236,2
1265,1265,70,12
1266,1266,200,54
1267,1267,120,1
1268,1268,139,44
1269,1269,201,24
1270,1270,54,9
1271,1271,17,2
1272,1272,57,10
1273,1273,30,19
1274,1274,129,53
1275,1275,55,4
1276,1276,55,26
1277,1277,140,1
1278,1278,186,1
1279,1279,62,21
1280,1280,222,31
1281,1281,181,16
1282,1282,154,43
1283,1283,239,8
1284,1284,234,36
1285,1285,37,33
1286,1286,94,50
1287,1287,62,6
1288,1288,8,40
1289,1289,11,10
1290,1290,107,27
1291,1291,56,16
1292,1292,69,25
1293,1293,243,46
1294,1294,116,13
1295,1295,207,2
1296,1296,106,27
1297,1297,66,7
1298,1298,15,38
1299,1299,163,50
1300,1300,178,9
1301,1301,203,0
1302,1302,80,40
1303,1303,158,30
1304,1304,123,57
1305,1305,100,48
1306,1306,225,30
1307,1307,200,65
1308,1308,145,47
1309,1309,41,43
1310,1310,113,0
1311,1311,21,47
1312,1312,44,34
1313,1313,64,59
1314,1314,103,29
1315,1315,117,39
1316,1316,167,0
1317,1317,157,11
1318,1318,18,6
1319,1319,156,20
1320,1320,164,0
1321,1321,1,13
1322,1322,201,35
1323,1323,35,7
1324,1324,2,24
1325,1325,141,37
1326,1326,125,63
1327,1327,157,0
1328,1328,141,19
1329,1329,167,8
1330,1330,55,57
1331,1331,44,18
1332,1332,165,5
1333,1333,229,39
1334,1334,184,6
1335,1335,84,35
1336,1336,166,48
1337,1337,218,41
1338,1338,81,15
1339,1339,215,34
1340,1340,151,39
1341,1341,215,39
1342,1342,10,31
1343,1343,63,19
1344,1344,188,37
1345,1345,27,19
1346,1346,47,20
1347,1347,62,17
1348,1348,130,56
1349,1349,119,14
1350,1350,111,36
1351,1351,117,2
1352,1352,50,51
1353,1353,191,5
1354,1354,240,63
1355,1355,34,32
1356,1356,130,1
1357,1357,52,35
1358,1358,213,3
1359,1359,138,32
1360,1360,215,60
1361,1361,75,66
1362,1362,139,61
1363,1363,238,46
1364,1364,48,38
1365,1365,157,33
1366,1366,159,52
1367,1367,38,40
1368,1368,225,41
1369,1369,202,45
1370,1370,96,2
1371,1371,210,2
1372,1372,58,48
1373,1373,188,6
1374,1374,180,57
1375,1375,39,11
1376,1376,239,26
1377,1377,235,32
1378,1378,92,32
1379,1379,103,13
1380,1380,108,14
1381,1381,225,30
1382,1382,150,59
1383,1383,57,27
1384,1384,188,28
1385,1385,149,66
1386,1386,100,24
1387,1387,96,53
1388,1388,1,55
1389,1389,12,65
1390,1390,92,17
1391,1391,196,27
1392,1392,53,50
1393,1393,95,32
1394,1394,111,61
1395,1395,175,14
1396,1396,2,1
1397,1397,54,27
1398,1398,33,3
1399,1399,83,41
1400,1400,104,53
1401,1401,171,45
1402,1402,9,60
1403,1403,19,63
1404,1404,144,8
1405,1405,93,48
1406,1406,22,48
1407,1407,102,22
1408,1408,91,50
1409,1409,43,2
1410,1410,12,31
1411,1411,212,41
1412,1412,54,38
1413,1413,133,31
1414,1414,247,25
1415,1415,136,46
1416,1416,144,23
1417,1417,143,16
1418,1418,239,63
1419,1419,65,37
1420,1420,118,22
1421,1421,38,33
1422,1422,198,30
1423,1423,167,10
1424,1424,143,31
1425,1425,86,27
1426,1426,235,48
1427,1427,165,12
1428,1428,167,55
1429,1429,2,38
1430,1430,89,19
1431,1431,44,11
1432,1432,40,12
1433,1433,61,12
1434,1434,120,21
1435,1435,78,47
1436,1436,41,7
1437,1437,74,18
1438,1438,163,34
1439,1439,19,20
1440,1440,202,49
1441,1441,112,20
1442,1442,41,39
1443,1443,0,2
1444,1444,249,0
1445,1445,128,16
1446,1446,167,37
1447,1447,84,17
1448,1448,228,18
1449,1449,125,55
1450,1450,65,0
1451,1451,192,55
1452,1452,14,33
1453,1453,126,14
1454,1454,23,33
1455,1455,35,56
1456,1456,34,4
1457,1457,228,66
1458,1458,81,20
1459,1459,234,57
1460,1460,67,3
1461,1461,69,66
1462,1462,216,60
1463,1463,40,25
1464,1464,174,28
1465,1465,36,8
1466,1466,147,51
1467,1467,33,48
1468,1468,106,2
1469,1469,179,12
1470,1470,90,63
1471,1471,203,24
1472,1472,54,62
1473,1473,14,53
1474,1474,199,47
1475,1475,99,4
1476,1476,108,19
1477,1477,194,27
1478,1478,215,15
1479,1479,121,45
1480,1480,37,55
1481,1481,189,35
1482,1482,207,34
1483,1483,143,45
1484,1484,76,48
1485,1485,15,58
1486,1486,53,66
1487,1487,179,35
1488,1488,244,21
1489,1489,54,45
1490,1490,204,11
1491,1491,237,46
1492,1492,132,29
1493,1493,59,22
1494,1494,141,21
1495,1495,7,33
1496,1496,188,49
1497,1497,199,32
1498,1498,106,57
1499,1499,74,30
1500,1500,11,25
1501,1501,63,28
1502,1502,78,60
1503,1503,116,63
1504,1504,53,24
1505,1505,173,13
1506,1506,225,15
1507,1507,48,59
1508,1508,161,19
1509,1509,32,39
1510,1510,112,44
1511,1511,211,62
1512,1512,127,12
1513,1513,207,5
1514,1514,82,31
1515,1515,167,40
1516,1516,123,22
1517,1517,53,36
1518,1518,68,62
1519,1519,81,12
1520,1520,209,5
1521,1521,4,21
1522,1522,222,40
1523,1523,230,66
1524,1524,99,8
1525,1525,181,26
1526,1526,118,10
1527,1527,228,6
1528,1528,48,46
1529,1529,13,52
1530,1530,246,13
1531,1531,154,57
1532,1532,229,63
1533,1533,127,17
1534,1534,126,53
1535,1535,90,19
1536,1536,84,30
1537,1537,38,37
1538,1538,136,15
1539,1539,206,53
1540,1540,117,9
1541,1541,156,47
1542,1542,230,43
1543,1543,243,57
1544,1544,30,59
1545,1545,181,22
1546,1546,238,8
1547,1547,145,15
1548,1548,65,47
1549,1549,180,62
1550,1550,199,38
1551,1551,122,63
1552,1552,73,24
1553,1553,107,12
1554,1554,242,47
1555,1555,2,17
1556,1556,202,5
1557,1557,179,49
1558,1558,60,53
1559,1559,248,32
1560,1560,39,28
1561,1561,32,16
1562,1562,83,16
1563,1563,193,24
1564,1564,45,22
1565,1565,94,51
1566,1566,18,20
1567,1567,149,25
1568,1568,225,33
1569,1569,214,58
1570,1570,171,33
1571,1571,95,18
1572,1572,22,41
1573,1573,107,28
1574,1574,156,18
1575,1575,219,47
1576,1576,172,30
1577,1577,205,23
1578,1578,197,57
1579,1579,235,36
1580,1580,245,11
1581,1581,105,23
1582,1582,158,19
1583,1583,125,40
1584,1584,70,22
1585,1585,128,29
1586,1586,153,3
1587,1587,11,40
1588,1588,52,4
1589,1589,184,22
1590,1590,113,45
1591,1591,155,55
1592,1592,127,44
1593,1593,155,36
1594,1594,219,35
1595,1595,34,35
1596,1596,116,38
1597,1597,236,9
1598,1598,211,33
1599,1599,21,50
