134,624,12,1,2014-04-30 05:43,2014-04-30 22:43,KQKXI,ZULOO
135,441,13,2,2014-04-20 13:06,2014-04-20 23:06,BURHW,XLTXB
136,558,40,1,2014-04-08 20:17,2014-04-08 21:17,HEYAK,FIJIC
137,293,25,3,2014-04-01 13:57,2014-04-02 01:57,EELKH,SCTGA
138,509,49,3,2014-05-13 03:04,2014-05-13 14:04,KVRNK,OAMVP
139,681,10,1,2014-04-13 03:30,2014-04-13 18:30,RNBCA,PZBYR
140,206,11,1,2014-04-24 13:10,2014-04-24 22:10,SEDFL,KIEPH
141,546,28,3,2014-05-26 22:30,2014-05-27 12:30,CRBIO,PEDDN
142,350,21,2,2014-04-29 22:29,2014-04-30 05:29,YIEEK,GLHMA
143,500,28,2,2014-05-22 13:51,2014-05-22 23:51,KUSEM,MZCMG
144,483,29,1,2014-05-07 04:13,2014-05-07 16:13,EDVQP,GSKXP
145,572,36,1,2014-05-09 09:41,2014-05-10 00:41,ZLHTE,FQVIV
146,486,38,3,2014-05-11 12:13,2014-05-11 18:13,XJZHF,FIJFS
147,607,3,1,2014-05-13 12:05,2014-05-13 22:05,SWRPA,LAEVZ
148,509,31,1,2014-05-03 10:42,2014-05-03 14:42,TNMZU,PXQOA
149,699,42,2,2014-04-21 04:08,2014-04-21 16:08,WCDVT,LUHDT
150,246,5,3,2014-05-09 18:33,2014-05-09 21:33,FHFRT,TNBHN
151,474,27,2,2014-05-28 22:38,2014-05-29 08:38,PJEMV,GUSKH
152,618,46,1,2014-04-18 05:30,2014-04-18 20:30,RALAV,EMCDA
153,559,50,2,2014-05-21 23:42,2014-05-22 14:42,WFMBZ,ZBIZD
154,205,33,2,2014-04-20 13:11,2014-04-21 05:11,LJMVT,BEURI
155,641,27,2,2014-04-23 03:33,2014-04-23 10:33,IIZDA,ULSWT
156,599,2,3,2014-05-03 08:31,2014-05-03 23:31,PWDWN,KBAAX
157,383,10,2,2014-04-12 22:10,2014-04-13 02:10,RSJQP,OXWBV
158,361,46,1,2014-05-08 19:10,2014-05-08 22:10,ERYJX,RQXYX
159,261,3,1,2014-04-03 11:55,2014-04-04 01:55,YSMVV,XSZHJ
160,158,13,3,2014-05-15 10:15,2014-05-16 04:15,OMTYY,KEVRH
161,309,1,1,2014-04-23 04:58,2014-04-23 07:58,ADSII,PDJWW
162,305,21,1,2014-04-25 20:52,2014-04-26 07:52,WEXEY,OKWHG
163,681,4,2,2014-04-29 02:51,2014-04-29 10:51,ZUNVF,VYOHW
164,409,11,3,2014-05-16 22:35,2014-05-17 11:35,NWYVX,ZRAYU
165,181,39,1,2014-04-12 04:47,2014-04-12 16:47,LGDVA,DBGZN
166,496,18,2,2014-05-06 12:58,2014-05-06 15:58,DNIAF,YGBKT
167,535,34,1,2014-05-29 05:29,2014-05-29 15:29,KGWNY,MCMBZ
168,568,15,3,2014-05-31 08:10,2014-05-31 20:10,YXGBS,UAVLD
169,517,11,2,2014-04-27 11:52,2014-04-27 23:52,SKJAP,EYRYB
170,320,26,2,2014-04-05 23:06,2014-04-06 02:06,SSMSX,AOFLP
171,677,9,3,2014-05-03 18:56,2014-05-03 20:56,RCTWY,UJIGY
172,604,22,1,2014-05-18 10:52,2014-05-18 13:52,AQZQF,NTGAD
173,270,39,2,2014-04-17 01:43,2014-04-17 12:43,KSAQE,GWCFB
174,612,28,2,2014-04-08 23:54,2014-04-09 13:54,YXCEA,LJMKY
175,338,13,3,2014-04-21 01:16,2014-04-21 11:16,VSZOU,UZQVK
176,373,44,3,2014-05-15 10:20,2014-05-15 18:20,KVIFI,RNSDP
177,349,26,1,2014-05-28 12:13,2014-05-28 18:13,XPFNT,LFIZI
178,217,41,2,2014-05-25 01:06,2014-05-25 17:06,NRRNS,IFRQD
179,229,34,2,2014-05-25 01:47,2014-05-25 06:47,XHLUS,RXZWR
180,428,49,2,2014-05-27 00:29,2014-05-27 17:29,OJMWV,WNOJX
181,691,39,3,2014-05-27 11:52,2014-05-27 22:52,AGQUO,EATBV
182,700,46,1,2014-04-17 00:30,2014-04-17 03:30,PEVJR,ERWJJ
183,731,40,1,2014-04-04 21:35,2014-04-05 11:35,WLUKW,ZQTYL
184,386,31,2,2014-04-04 08:49,2014-04-04 10:49,IAVDR,CIGJQ
185,679,12,2,2014-05-13 10:26,2014-05-13 22:26,LYUGM,QAFGB
186,415,29,1,2014-04-21 14:51,2014-04-21 22:51,EMBEW,XVWSO
187,446,7,3,2014-04-30 19:28,2014-05-01 09:28,FXEQI,BCAUS
188,421,17,1,2014-04-29 09:05,2014-04-29 23:05,QLKTN,QCPBW
189,197,9,1,2014-04-19 11:40,2014-04-19 22:40,MJCMR,YOLLD
190,541,34,1,2014-04-20 20:38,2014-04-21 09:38,RUULV,PNOZX
191,675,22,1,2014-05-09 10:46,2014-05-09 13:46,IRUXK,VYKYK
192,443,2,3,2014-05-01 20:44,2014-05-02 10:44,NFASF,FFFKB
193,241,44,2,2014-05-01 02:28,2014-05-01 04:28,CPNGX,WGKKL
194,467,20,3,2014-04-11 13:20,2014-04-11 15:20,UXOSL,JNFPX
195,626,10,1,2014-04-22 13:42,2014-04-22 15:42,FQJPL,AOYKP
196,743,15,3,2014-05-04 12:53,2014-05-04 23:53,ERTVQ,DLGXZ
197,525,23,2,2014-04-10 14:09,2014-04-11 08:09,SLJHY,YEVHO
198,502,31,2,2014-04-10 11:24,2014-04-10 22:24,BTBZA,CGRUT
199,275,8,2,2014-04-21 11:40,2014-04-21 22:40,HHEVX,EHSXY
200,170,33,2,2014-04-03 09:41,2014-04-04 02:41,HDZSZ,VFDON
201,355,29,3,2014-05-29 08:27,2014-05-29 17:27,KTAUJ,GHIPY
202,510,13,2,2014-04-10 04:30,2014-04-10 07:30,XQAGD,DZUGM
203,307,14,3,2014-05-16 04:45,2014-05-16 12:45,DFOOM,YXMSM
204,679,17,1,2014-04-03 21:30,2014-04-03 22:30,RADMC,UVRYI
205,324,0,2,2014-04-27 05:14,2014-04-27 19:14,IKSLB,YOEPD
206,614,3,3,2014-04-04 00:08,2014-04-04 10:08,QMLDQ,QJZJG
207,425,18,2,2014-04-11 01:43,2014-04-11 04:43,GWJIQ,WFBIE
208,331,8,2,2014-04-09 08:52,2014-04-09 15:52,OMIGO,IOMVB
209,413,10,3,2014-05-19 00:07,2014-05-19 16:07,ISCJK,AGECX
210,204,27,2,2014-05-16 20:35,2014-05-17 08:35,BTLEX,TRFRH
211,325,6,2,2014-04-04 17:32,2014-04-04 18:32,JMQIL,HDENE
212,574,31,2,2014-04-28 20:21,2014-04-29 02:21,HKCKN,SZTQS
213,546,20,3,2014-05-12 20:39,2014-05-13 12:39,CVSNA,JBUQT
214,309,19,3,2014-05-08 01:59,2014-05-08 04:59,ADAXU,ISJQR
215,226,21,2,2014-04-28 18:51,2014-04-29 03:51,YSOEL,EPKAT
216,567,21,1,2014-05-14 21:43,2014-05-15 07:43,LFGFW,SBTKP
217,564,10,3,2014-05-05 21:01,2014-05-06 09:01,JOAWX,HKWKD
218,372,41,1,2014-04-14 09:49,2014-04-14 14:49,XQMCW,NBRJU
219,627,33,1,2014-05-13 12:14,2014-05-13 22:14,LIFJR,BVKZJ
220,445,19,3,2014-04-08 23:39,2014-04-09 15:39,WFHIG,NKAYM
221,305,29,1,2014-05-11 13:34,2014-05-11 22:34,IVCJW,HEHSY
222,513,36,3,2014-04-22 11:03,2014-04-22 21:03,YAOYO,QYJPN
223,724,18,1,2014-04-07 22:37,2014-04-08 10:37,NRRWQ,YKJYH
224,741,44,3,2014-04-20 07:47,2014-04-20 14:47,URLCS,ZQSCJ
225,175,20,1,2014-05-26 05:59,2014-05-26 11:59,ZVHWC,IGTZJ
226,612,22,2,2014-04-09 05:18,2014-04-09 21:18,JDPJI,IYYYF
227,558,5,3,2014-05-23 22:50,2014-05-23 23:50,QWMSB,WWREC
228,589,32,1,2014-04-08 18:20,2014-04-09 05:20,LPSRV,JXFXH
229,402,50,2,2014-04-08 19:22,2014-04-09 04:22,ZWVUG,RZCFK
230,541,31,2,2014-05-30 01:15,2014-05-30 14:15,YJYYM,WFRHT
231,750,21,2,2014-05-02 05:47,2014-05-02 09:47,RUEOG,JCXQL
232,514,5,3,2014-05-18 02:36,2014-05-18 05:36,NHHLW,FKMDP
233,606,1,3,2014-05-15 13:07,2014-05-15 15:07,NFYCN,NRYEW
234,576,6,3,2014-05-05 18:18,2014-05-05 22:18,WRVMT,UJJHS
235,553,14,2,2014-04-23 15:12,2014-04-24 03:12,ILIZX,BIQFE
236,438,23,1,2014-04-18 04:36,2014-04-18 09:36,BUBIT,WASND
237,588,2,1,2014-05-18 00:35,2014-05-18 05:35,QXGKE,ELIHE
238,195,11,2,2014-04-20 08:51,2014-04-20 20:51,DKLTU,IGRID
239,620,20,3,2014-05-30 09:34,2014-05-31 02:34,KQSHP,KKNHC
240,385,37,3,2014-04-09 03:59,2014-04-09 09:59,LBVWF,LORUK
241,673,31,1,2014-04-12 19:27,2014-04-13 02:27,RCEOJ,KCQYA
242,570,33,3,2014-04-28 15:23,2014-04-28 16:23,ZYAIC,WRGRQ
243,407,46,2,2014-04-28 04:29,2014-04-28 18:29,YWTFE,ECRYY
244,532,28,3,2014-05-20 23:37,2014-05-21 00:37,IQFBB,JWRPG
245,498,6,2,2014-05-03 04:34,2014-05-03 10:34,MNGTV,LMIVI
246,664,41,2,2014-05-11 01:10,2014-05-11 08:10,ZIHIS,VIKCC
247,253,44,2,2014-05-01 02:27,2014-05-01 12:27,GAAIP,DAWCR
248,635,12,3,2014-05-08 15:46,2014-05-08 22:46,NOSKJ,TBJQI
249,596,11,2,2014-04-10 07:10,2014-04-10 20:10,UELIE,HJVTZ
250,277,1,1,2014-04-11 18:15,2014-04-11 20:15,OKIVA,UQFEZ
251,674,21,1,2014-04-11 00:24,2014-04-11 12:24,KVLHB,UBJBV
252,697,34,3,2014-04-16 08:35,2014-04-16 23:35,QVGIG,QUDRS
253,314,3,3,2014-05-29 22:22,2014-05-30 09:22,HMXYN,OEWBT
254,535,14,1,2014-05-24 13:45,2014-05-24 17:45,LAVFT,XGTOS
255,637,38,2,2014-04-12 00:49,2014-04-12 13:49,RNZPY,TNKUW
256,629,36,2,2014-04-19 19:44,2014-04-20 05:44,RWWKY,UBWVL
257,743,6,1,2014-04-06 21:16,2014-04-07 13:16,MVUQH,TXRXY
258,570,36,2,2014-04-30 16:28,2014-05-01 02:28,DSRVU,MRPQW
259,186,11,1,2014-04-04 10:44,2014-04-04 19:44,IIXEB,ZZUHG
260,210,17,3,2014-04-14 05:31,2014-04-14 23:31,YKMEE,BRRFC
261,685,3,2,2014-05-21 03:42,2014-05-21 08:42,BWPIW,TWQEH
262,712,8,1,2014-05-28 07:10,2014-05-28 21:10,KUMYS,PIIDR
263,588,48,3,2014-05-19 14:58,2014-05-20 04:58,JORWS,EANVK
264,190,43,2,2014-04-20 08:45,2014-04-21 01:45,UEDKX,REXNF
265,446,15,3,2014-04-13 19:04,2014-04-14 00:04,ZRIFD,BKBWI
266,719,3,1,2014-05-29 00:02,2014-05-29 15:02,YLHGX,TSLRQ
267,410,31,2,2014-04-06 14:53,2014-04-07 03:53,MSRXX,BFWWQ
268,476,5,1,2014-04-10 21:50,2014-04-11 12:50,JLYVC,UMNPP
269,366,13,2,2014-05-09 17:28,2014-05-10 06:28,YMAVD,FABYG
270,151,4,3,2014-04-11 04:24,2014-04-11 17:24,PSOIN,UCZLB
271,612,32,3,2014-04-27 20:16,2014-04-28 03:16,CBFHK,DBUCL
272,222,13,3,2014-04-20 11:05,2014-04-20 22:05,JFUUO,ONJXN
273,213,19,1,2014-05-21 15:28,2014-05-21 17:28,HZSBL,LULTM
274,672,2,2,2014-05-06 08:40,2014-05-06 22:40,OUGEG,MVAHU
275,659,33,1,2014-04-23 05:52,2014-04-23 09:52,LUNSW,DNBIC
276,448,0,2,2014-05-21 19:41,2014-05-22 10:41,WTVRL,VPGLZ
277,272,11,3,2014-04-09 08:10,2014-04-09 11:10,TKADV,PMFVV
278,587,11,1,2014-05-07 13:42,2014-05-08 03:42,SRBVB,CNXLU
279,680,37,1,2014-04-23 08:02,2014-04-23 19:02,SBWCH,FAKXY
280,733,37,1,2014-04-16 17:11,2014-04-16 20:11,ZGGNT,LGSXV
281,541,23,3,2014-04-02 14:25,2014-04-03 00:25,ZCXTC,IXQFX
282,365,11,2,2014-05-19 14:20,2014-05-19 18:20,WMZCS,XNSNW
283,531,45,1,2014-05-06 02:18,2014-05-06 07:18,TYZWS,OLNCD
284,351,29,1,2014-04-20 12:05,2014-04-20 23:05,YDOFZ,PHQMD
285,401,5,2,2014-05-20 00:52,2014-05-20 01:52,KOFUS,MIWEX
286,191,38,2,2014-04-03 13:24,2014-04-03 14:24,FOHTA,BEAQV
287,692,25,1,2014-05-17 17:57,2014-05-17 19:57,VKHNG,LNEPB
288,321,13,1,2014-04-23 10:27,2014-04-23 18:27,VFZDY,UUIRV
289,646,17,2,2014-04-09 17:14,2014-04-09 23:14,QSDNY,UGSEI
290,582,44,2,2014-05-15 20:50,2014-05-15 21:50,SQKSH,TPALX
291,665,3,2,2014-05-19 23:33,2014-05-20 05:33,IUKPN,AYGGI
292,563,19,3,2014-04-27 11:25,2014-04-28 02:25,BKAYV,GCRJY
293,510,36,3,2014-04-13 01:58,2014-04-13 13:58,UAJHO,ZAZEI
294,226,40,3,2014-04-25 06:25,2014-04-25 07:25,VOLOF,VJHIU
295,399,25,3,2014-05-31 07:44,2014-05-31 14:44,GHMHI,RDBBI
296,649,9,1,2014-05-06 17:19,2014-05-07 08:19,DXDSB,MVLKN
297,358,18,2,2014-04-03 23:17,2014-04-04 02:17,QGYRJ,TRBOS
298,259,34,2,2014-05-06 00:43,2014-05-06 01:43,CAKSJ,HKZEW
299,371,43,3,2014-04-27 13:51,2014-04-27 16:51,OWWAK,OUBBU
300,518,34,1,2014-04-05 18:55,2014-04-06 05:55,SYVLL,YLHWP
301,234,27,2,2014-05-01 17:34,2014-05-01 21:34,EUOLO,CPVNQ
302,331,24,3,2014-04-08 13:11,2014-04-09 05:11,KZEEY,QWKKK
303,381,45,1,2014-05-15 03:02,2014-05-15 08:02,WXJLK,CNKPL
304,407,45,2,2014-04-16 23:54,2014-04-17 01:54,XTZPV,VOMRW
305,230,6,1,2014-04-16 02:07,2014-04-16 07:07,BJWDM,NECEK
306,400,19,1,2014-04-16 07:33,2014-04-16 18:33,RNFWF,RGNDG
307,648,12,1,2014-04-09 22:57,2014-04-10 05:57,BHMUN,HSJVK
308,450,38,3,2014-04-09 06:04,2014-04-09 09:04,PYEFJ,SCLLT
309,627,13,1,2014-05-11 01:19,2014-05-11 05:19,SCYIP,YVBOM
310,601,33,2,2014-04-30 07:59,2014-04-30 14:59,OGJCA,QBFWR
311,318,38,1,2014-05-10 15:56,2014-05-10 20:56,NWGSY,VYJYI
312,583,26,3,2014-05-30 14:36,2014-05-30 23:36,AWXNO,AUSZJ
313,256,34,3,2014-04-28 08:15,2014-04-28 16:15,ARFMW,KJIGF
314,302,49,1,2014-04-03 10:57,2014-04-03 21:57,KFASQ,RBLRZ
315,722,13,3,2014-05-20 23:37,2014-05-21 04:37,YEHZX,BFRFY
316,650,23,3,2014-05-24 13:26,2014-05-24 23:26,RSJMT,YPABM
317,172,49,1,2014-04-23 14:01,2014-04-23 23:01,IQUHH,BVIDQ
318,717,21,2,2014-04-07 12:33,2014-04-08 03:33,UQBEH,KQOSW
319,437,5,3,2014-04-12 03:31,2014-04-12 14:31,KGJTM,KQYFG
320,577,35,2,2014-05-19 16:40,2014-05-20 01:40,NWVSW,DALDF
321,479,17,2,2014-04-24 21:55,2014-04-25 14:55,NQRRY,UKBGA
322,349,2,2,2014-05-12 03:32,2014-05-12 17:32,ZDVOE,SYFMC
323,726,18,3,2014-05-17 08:17,2014-05-17 23:17,BDWVP,BUWUG
324,279,46,3,2014-04-05 07:21,2014-04-05 10:21,ENOLD,GJEUJ
325,263,7,3,2014-04-05 17:39,2014-04-05 20:39,CWETA,JCGCD
326,346,18,3,2014-04-26 05:52,2014-04-26 07:52,LDRED,LIGJJ
327,728,15,1,2014-05-06 13:37,2014-05-07 05:37,WNJEN,ELTCG
328,554,17,2,2014-04-14 01:00,2014-04-14 16:00,TSHDB,CCUMQ
329,260,35,1,2014-05-20 01:46,2014-05-20 05:46,FYAZO,NUJIL
330,318,11,2,2014-05-28 15:46,2014-05-29 00:46,TNJFZ,PGNCE
331,638,6,1,2014-05-25 08:47,2014-05-25 23:47,LAMMY,IEZDA
