203,189,62,C
204,188,1282,C
205,51,1530,C
206,71,1537,C
207,163,534,W
208,102,1306,C
209,107,1162,C
210,45,194,W
211,31,1815,W
212,106,532,W
213,238,566,C
214,6,409,C
215,136,201,W
216,98,627,R
217,169,420,C
218,31,1395,R
219,16,1498,C
220,180,1993,C
221,0,870,R
222,164,68,C
223,168,1742,R
224,153,1179,W
225,35,515,W
226,15,1407,W
227,160,263,C
228,86,760,R
229,89,821,R
230,174,856,R
231,44,625,C
232,56,241,W
233,72,184,W
234,56,1846,W
235,228,1596,R
236,160,1672,R
237,56,92,R
238,103,108,W
239,226,1161,C
240,108,1426,C
241,200,1448,C
242,21,1231,W
243,142,1536,C
244,229,445,R
245,86,232,R
246,157,658,R
247,22,146,R
248,129,355,C
249,232,1364,C
250,243,874,R
251,217,187,R
252,196,1499,W
253,60,251,R
254,55,1362,C
255,149,1568,R
256,210,556,R
257,149,1992,W
258,249,145,R
259,12,498,W
260,149,1359,C
261,77,1423,W
262,139,1955,R
263,206,1808,R
264,184,842,R
265,241,800,C
266,48,967,W
267,119,1675,R
268,145,1177,W
269,220,120,W
270,211,352,R
271,5,1772,W
272,239,1416,W
273,149,1635,W
274,49,307,C
275,167,33,R
276,68,551,C
277,87,1643,R
278,46,1419,R
279,190,1310,C
280,156,1832,R
281,110,622,R
282,94,928,W
283,244,1683,C
284,94,1790,C
285,225,659,W
286,56,154,C
287,182,443,C
288,170,499,C
289,236,1161,C
290,0,1083,R
291,129,1920,R
292,238,561,C
293,210,1618,W
294,84,827,R
295,157,1538,C
296,242,693,W
297,23,495,R
298,243,433,C
299,74,674,W
300,213,1325,C
301,83,167,R
302,78,112,W
303,169,784,R
304,88,546,W
305,13,1816,C
306,64,895,C
307,145,1245,W
308,235,1448,W
309,65,154,C
310,87,136,R
311,165,1219,C
312,127,282,C
313,66,505,C
314,225,701,R
315,168,786,C
316,42,1349,W
317,205,917,W
318,192,1656,R
319,223,937,R
320,62,361,W
321,29,1586,R
322,0,282,R
323,120,180,R
324,229,253,R
325,72,1525,R
326,89,1490,W
327,24,975,W
328,33,453,C
329,183,625,C
330,140,1303,C
331,204,1524,C
332,182,501,W
333,245,96,C
334,158,717,W
335,42,1762,R
336,204,404,W
337,192,1066,R
338,111,269,R
339,200,426,C
340,247,502,W
341,67,1194,C
342,43,1007,R
343,191,1365,R
344,29,760,R
345,64,1852,C
346,121,785,W
347,56,1423,C
348,48,1866,C
349,33,1567,C
350,225,451,W
351,12,1365,C
352,129,1788,W
353,17,505,W
354,128,383,C
355,39,1702,R
356,133,1075,R
357,182,596,C
358,213,1560,W
359,28,541,W
360,209,1564,R
361,170,1341,R
362,176,253,C
363,162,1900,C
364,87,907,C
365,90,332,R
366,179,1164,W
367,129,835,C
368,149,1166,C
369,211,974,W
370,102,190,W
371,143,1697,R
372,128,143,W
373,220,31,R
374,54,778,R
375,19,1248,R
376,199,818,R
377,229,657,W
378,228,1208,W
379,226,1690,C
380,56,1591,C
381,189,1845,W
382,112,10,C
383,230,983,W
384,5,838,C
385,187,765,R
386,225,513,C
387,196,989,W
388,195,1689,W
389,205,230,R
390,106,1316,C
391,17,1315,R
392,180,1116,W
393,26,61,W
394,48,1894,R
395,39,1486,W
396,92,524,R
397,116,1584,R
398,219,1489,W
399,200,1541,C
400,131,337,W
401,216,962,C
402,225,1391,W
403,166,1437,W
404,234,394,W
405,4,506,R
406,158,1387,W
407,101,1487,R
408,137,434,R
409,51,1465,C
410,36,1345,R
411,1,1836,R
412,202,1547,R
413,106,288,R
414,108,647,W
415,218,163,R
416,237,226,W
417,76,496,W
418,128,1891,C
419,57,1752,W
420,169,1014,W
421,222,1195,W
422,108,520,C
423,179,1565,W
424,18,127,R
425,192,1214,W
426,103,680,C
427,202,1782,R
428,89,1322,C
429,225,82,C
430,100,1699,R
431,109,1166,C
432,157,1231,C
433,110,650,W
434,12,657,R
435,201,1518,W
436,193,421,R
437,184,1767,R
438,44,720,W
439,159,1288,W
440,193,244,C
441,212,1326,W
442,104,79,C
443,72,1620,C
444,124,1060,W
445,145,1847,R
446,231,196,W
447,48,867,R
448,215,1104,C
449,146,1311,W
450,69,1680,R
451,229,484,W
452,216,618,C
453,23,1856,C
454,20,42,C
455,235,1760,C
456,29,14,R
457,206,716,C
458,238,418,R
459,174,893,W
460,169,376,R
461,83,1004,W
462,174,1155,R
463,32,1450,W
464,61,1469,R
465,235,1474,W
466,155,73,C
467,46,969,R
468,95,1637,C
469,229,1778,W
470,235,1476,C
471,33,1747,R
472,119,1137,R
473,121,826,W
474,133,1430,R
475,108,1436,W
476,65,1299,C
477,127,374,W
478,53,693,R
479,88,842,W
480,70,223,W
481,245,1986,C
482,66,1730,W
483,131,753,R
484,88,961,C
485,42,1391,W
486,169,793,C
487,229,1555,R
488,122,1414,R
489,67,969,C
490,176,1098,W
491,187,1143,W
492,141,988,R
493,48,1093,W
494,26,52,C
495,78,581,C
496,161,1769,C
497,175,1858,C
498,18,1849,W
499,220,1472,R
500,238,904,C
501,168,1885,W
502,106,1802,W
503,199,1193,R
504,10,688,C
505,49,1663,R
506,77,1238,R
507,222,1104,W
508,183,636,W
509,53,218,C
510,34,1274,C
511,110,761,C
512,161,1727,R
513,7,1314,C
514,210,1575,C
515,164,1203,R
516,204,1621,R
517,82,470,C
518,155,78,C
519,92,1644,R
520,144,1201,W
521,124,747,W
522,97,714,W
523,57,1359,W
524,124,1631,W
525,140,993,R
526,41,1661,R
527,73,1970,R
528,77,420,R
529,213,1466,C
530,108,621,W
531,177,985,C
532,182,1100,W
533,63,1150,R
534,134,583,R
535,238,504,C
536,57,1984,C
537,77,378,C
538,95,442,C
539,89,108,W
540,208,1233,W
541,51,1861,W
542,102,1800,W
543,115,296,C
544,215,1685,W
545,102,375,W
546,145,1303,W
547,51,1026,W
548,178,232,R
549,130,1689,W
550,56,1658,W
551,102,629,R
552,236,1755,W
553,46,399,R
554,81,275,C
555,64,1885,C
556,183,1220,C
557,122,327,R
558,195,1563,R
559,121,357,R
560,151,1660,C
561,107,1275,W
562,238,373,C
563,111,1701,R
564,174,112,W
565,187,965,R
566,82,1727,R
567,109,1244,W
568,70,1741,C
569,21,1302,W
570,74,131,R
571,166,1557,W
572,116,1250,C
573,218,1198,W
574,9,801,C
575,87,1147,C
576,91,96,W
577,0,1541,W
578,148,1820,C
579,133,493,C
580,234,338,R
581,9,404,C
582,93,342,R
583,41,201,R
584,26,262,C
585,168,223,C
586,128,1258,W
587,241,1567,C
588,23,821,W
589,146,211,W
590,141,373,W
591,114,275,W
592,237,1471,R
593,106,1114,R
594,134,1294,R
595,183,1355,C
596,21,1470,W
597,80,265,R
598,207,587,R
599,197,1175,C
600,163,138,C
601,195,1031,R
602,133,1455,C
603,157,307,C
604,105,112,W
605,134,44,C
606,99,1041,R
607,185,1865,R
608,45,1298,C
609,120,456,C
610,5,1521,R
611,235,190,W
612,249,1857,W
613,84,78,R
614,114,174,R
615,131,258,C
616,68,1321,W
617,126,1741,R
618,190,1465,R
619,184,1252,W
620,177,1565,W
621,121,1820,W
622,142,270,R
623,181,1431,R
624,245,38,C
625,155,275,W
626,245,1556,W
627,67,312,C
628,53,354,R
629,54,1734,W
630,217,769,R
631,187,1987,W
632,127,270,R
633,197,1050,C
634,152,1250,W
635,155,1450,C
636,94,1911,C
637,163,986,W
638,66,522,C
639,166,1853,W
640,242,283,C
641,203,736,R
642,205,643,C
643,68,817,R
644,148,1918,W
645,196,1283,C
646,231,1475,W
647,197,1536,R
648,128,656,R
649,42,1002,C
650,98,597,W
651,135,1403,W
652,31,763,W
653,62,1664,W
654,210,1681,W
655,43,446,W
656,204,828,R
657,58,862,W
658,68,861,R
659,218,568,C
660,20,240,R
661,172,1889,R
662,187,1063,C
663,55,1236,R
664,79,1154,C
665,20,140,W
666,67,1487,W
667,46,84,C
668,68,1744,W
669,119,527,R
670,50,1069,W
671,216,117,W
672,146,1380,W
673,241,1118,R
674,58,1846,C
675,114,577,W
676,97,908,W
677,244,1756,R
678,79,1884,C
679,68,1006,C
680,189,221,R
681,197,1846,R
682,190,400,W
683,105,570,C
684,142,1471,W
685,27,1036,W
686,229,1340,W
687,13,1259,R
688,76,605,R
689,128,747,R
690,29,683,C
691,70,481,C
692,31,928,C
693,205,419,W
694,67,446,R
695,180,7,W
696,42,829,C
697,36,1719,C
698,119,1088,C
699,41,671,C
700,3,1859,R
701,128,1871,W
702,247,555,W
703,234,992,C
704,98,1195,R
705,5,1796,R
706,137,752,C
707,163,1630,W
708,237,24,R
709,102,1666,W
710,15,1561,R
711,162,1782,R
712,204,1467,R
713,160,1480,W
714,10,753,C
715,199,1983,C
716,174,1418,R
717,143,1369,R
718,243,597,R
719,17,928,R
720,164,1747,W
721,149,247,W
722,215,115,R
723,92,1015,C
724,216,525,C
725,35,1088,C
726,232,1160,C
727,59,509,W
728,192,1511,C
729,243,1652,R
730,165,1448,W
731,242,1574,W
732,182,195,R
733,100,1988,W
734,106,1498,W
735,69,290,C
736,98,1890,R
737,46,50,C
738,84,983,R
739,16,1697,C
740,115,1752,C
741,135,772,R
742,198,1844,W
743,21,1736,C
744,100,825,R
745,31,1092,W
746,136,718,W
747,195,1628,C
748,24,377,C
749,249,47,R
750,87,587,C
751,16,492,R
752,189,557,C
753,237,302,C
754,122,963,W
755,74,1142,C
756,232,1208,R
757,236,1065,C
758,90,1989,C
759,245,751,C
760,31,477,W
761,49,137,W
762,38,1782,R
763,171,175,C
764,142,32,C
765,180,1465,R
766,189,1628,W
767,42,1757,W
768,47,1964,C
769,58,335,W
770,28,658,W
771,181,1550,C
772,232,658,R
773,176,703,W
774,104,1752,C
775,221,101,R
776,56,1864,W
777,100,1848,W
778,144,694,C
779,6,1373,W
780,212,431,R
781,34,1568,W
782,132,834,W
783,90,1414,W
784,21,1266,R
785,219,1042,C
786,22,1774,R
787,58,1008,C
788,190,1106,W
789,73,882,R
790,238,1125,R
791,99,1699,R
792,219,1359,R
793,59,1908,R
794,69,536,W
795,76,1701,C
796,78,1122,R
797,137,1509,R
798,211,600,W
799,90,1777,W
800,50,494,R
801,86,1038,R
802,38,1388,R
803,143,135,W
804,248,1445,W
805,130,1979,W
806,75,45,R
807,101,584,R
808,167,688,W
809,197,1330,W
810,168,763,C
811,241,32,W
812,123,1482,W
813,161,420,W
814,144,1637,C
815,81,350,R
816,86,731,C
817,9,1482,C
818,233,1033,C
819,226,924,R
820,246,1856,C
821,166,706,C
822,184,1160,C
823,216,1299,W
824,62,1080,W
825,179,559,W
826,213,1795,R
827,130,386,R
828,36,28,C
829,124,1769,W
830,215,814,W
831,121,328,W
832,89,1809,R
833,174,909,C
834,50,1020,C
835,112,405,W
836,142,554,C
837,28,412,C
838,24,377,W
839,155,391,W
840,146,47,W
841,228,1926,R
842,97,716,W
843,161,868,R
844,8,485,W
845,246,1498,C
846,240,251,C
847,18,1846,C
848,93,748,W
849,174,1423,C
850,180,1515,W
851,220,1306,R
852,85,760,W
853,186,1680,C
854,43,1671,W
855,140,165,C
856,209,1578,R
857,97,653,W
858,127,1799,R
859,188,1270,R
860,100,1745,R
861,131,1909,W
862,26,691,W
863,83,1321,C
864,17,1190,W
865,179,1485,R
866,127,98,R
867,44,173,W
868,140,1872,C
869,203,1571,W
870,231,1137,R
871,39,790,C
872,1,755,R
873,2,1491,R
874,144,973,R
875,182,1895,R
876,121,1016,W
877,48,517,W
878,44,290,C
879,76,229,C
880,246,994,R
881,93,1828,C
882,57,1636,C
883,64,859,R
884,91,497,R
885,96,32,W
886,4,1234,C
887,149,338,C
888,219,1209,W
889,116,1590,C
890,241,1470,W
891,149,973,C
892,36,1221,W
893,7,371,W
894,38,1567,W
895,228,387,W
896,164,308,R
897,138,1148,C
898,143,1848,C
899,4,865,C
900,143,1927,R
901,107,1253,R
902,239,865,R
903,87,1564,C
904,85,1404,W
905,159,248,R
906,108,560,R
907,181,1169,W
908,81,128,C
909,190,326,W
910,192,766,W
911,49,894,R
912,155,873,R
913,125,146,W
914,29,1884,C
915,231,913,R
916,67,190,W
917,240,982,W
918,4,1646,R
919,218,477,W
920,137,931,R
921,9,509,W
922,46,1756,W
923,137,1923,W
924,57,1350,C
925,146,1851,R
926,105,1551,W
927,118,1765,R
928,11,1399,C
929,74,1142,W
930,13,656,W
931,223,334,W
932,126,1405,C
933,147,390,C
934,6,5,R
935,229,780,C
936,94,1611,W
937,160,1148,C
938,30,20,W
939,56,1555,R
940,175,574,W
941,89,512,W
942,16,419,C
943,240,202,W
944,141,57,C
945,128,1410,R
946,150,133,R
947,80,1546,W
948,59,329,R
949,178,962,C
950,203,1933,C
951,214,468,R
952,132,1555,C
953,231,1657,W
954,193,115,R
955,187,779,W
956,147,81,W
957,207,484,R
958,237,83,W
959,170,701,W
960,209,1947,W
961,42,433,W
962,47,1085,W
963,121,1873,C
964,23,1053,R
965,91,1056,C
966,163,1318,W
967,44,828,C
968,110,303,C
969,145,1160,R
970,166,1291,W
971,34,816,C
972,6,836,R
973,132,777,C
974,247,947,R
975,95,1588,R
976,177,918,R
977,80,291,R
978,131,1858,W
979,85,1606,C
980,94,456,R
981,208,551,R
982,55,1621,W
983,18,1026,C
984,74,1053,C
985,182,222,C
986,82,1131,C
987,59,350,C
988,45,161,W
989,110,472,W
990,222,639,R
991,80,585,C
992,161,351,W
993,85,1934,R
994,1,1663,W
995,180,621,W
996,61,1105,W
997,133,592,R
998,146,933,R
999,82,648,W
1000,144,77,C
1001,110,1807,C
1002,104,1732,R
1003,180,1907,W
1004,76,1396,C
1005,107,233,R
1006,215,582,R
1007,216,1083,R
1008,6,1424,R
1009,217,250,R
1010,46,1813,C
1011,238,1392,W
1012,141,866,R
1013,114,1080,C
1014,3,1022,R
1015,192,1878,R
1016,32,1218,C
1017,107,1990,W
1018,181,1376,W
1019,140,1038,W
1020,208,1255,R
1021,73,1530,C
1022,110,1792,C
1023,220,101,C
1024,98,936,R
1025,24,498,R
1026,151,1625,W
1027,2,623,W
1028,15,1654,C
1029,60,1642,W
1030,162,449,C
1031,59,1656,C
1032,230,166,W
1033,21,351,W
1034,17,1448,W
1035,130,1697,W
1036,135,307,R
1037,155,1754,R
1038,104,1965,W
1039,163,1069,W
1040,121,1447,W
1041,20,63,R
1042,113,1079,R
1043,9,169,C
1044,37,688,W
1045,211,1420,W
1046,196,1891,R
1047,167,1751,C
1048,143,1244,C
1049,46,378,C
1050,25,402,W
1051,155,744,R
1052,102,1824,R
1053,149,1945,W
1054,171,1167,R
1055,10,1573,W
1056,192,1628,W
1057,185,576,W
1058,45,926,R
1059,148,772,W
1060,196,677,R
1061,215,779,C
1062,32,1022,R
1063,49,1810,W
1064,215,1043,W
1065,180,761,R
1066,74,1148,C
1067,213,1743,C
1068,84,701,C
1069,209,1381,R
1070,28,70,W
1071,214,1536,W
1072,76,1629,R
1073,3,1778,W
1074,219,1609,W
1075,122,1682,W
1076,197,946,W
1077,113,984,R
1078,55,887,W
1079,71,1243,R
1080,90,171,R
1081,8,1104,W
1082,164,503,R
1083,103,1308,R
1084,179,1825,R
1085,77,1123,R
1086,205,1036,R
1087,43,606,C
1088,19,1528,R
1089,14,543,C
1090,144,566,W
1091,100,1556,C
1092,120,1084,W
1093,230,1745,C
1094,70,1927,R
1095,101,1410,W
1096,46,1284,R
1097,192,1033,W
1098,192,1361,R
1099,191,1201,C
1100,222,1943,W
1101,166,1902,C
1102,25,1182,R
1103,117,1312,R
1104,215,1347,R
1105,30,1010,R
1106,92,1547,R
1107,50,1395,R
1108,108,590,C
1109,106,528,C
1110,180,1987,C
1111,46,1549,W
1112,155,1909,C
1113,110,53,W
1114,47,350,C
1115,62,157,W
1116,235,480,C
1117,221,1029,W
1118,17,1302,W
1119,237,564,R
1120,41,1491,W
1121,133,1767,R
1122,196,1620,C
1123,12,126,W
1124,128,1731,R
1125,205,74,W
1126,179,599,C
1127,144,1135,R
1128,165,893,R
1129,155,1471,W
1130,201,573,W
1131,209,1465,R
1132,60,1324,C
1133,10,268,R
1134,104,602,R
1135,199,317,W
1136,6,1379,R
1137,227,940,C
1138,18,6,R
1139,240,46,C
1140,209,239,C
1141,102,327,C
1142,52,1511,W
1143,80,1574,W
1144,191,644,W
1145,206,1722,R
1146,147,1348,W
1147,76,784,R
1148,16,1533,C
1149,114,942,R
1150,204,685,C
1151,2,436,R
1152,80,1057,W
1153,208,1074,C
1154,237,909,R
1155,166,1580,W
1156,180,669,R
1157,106,1036,W
1158,49,1304,R
1159,59,1328,R
1160,75,520,C
1161,202,603,C
1162,9,1758,R
1163,35,152,W
1164,38,175,C
1165,109,770,W
1166,76,146,C
1167,159,1370,C
1168,122,1126,C
1169,237,1773,C
1170,193,766,W
1171,123,1125,C
1172,233,1348,R
1173,27,182,R
1174,205,556,R
1175,53,1368,C
1176,71,1821,R
1177,153,1242,C
1178,158,1773,R
1179,38,1661,W
1180,145,1379,R
1181,217,201,W
1182,58,563,W
1183,96,738,W
1184,34,1252,C
1185,192,648,C
1186,91,712,R
1187,184,1376,C
1188,61,1553,W
1189,179,838,R
1190,0,240,W
1191,69,1325,R
1192,38,497,W
1193,205,664,W
1194,139,146,C
1195,243,1134,R
1196,27,1247,R
1197,174,1120,W
1198,55,1946,R
1199,178,94,R
1200,5,1887,R
1201,199,205,W
1202,181,1902,R
1203,115,1933,C
1204,236,964,C
1205,118,1790,R
1206,224,1616,C
1207,175,1954,C
1208,19,1631,W
1209,89,523,W
1210,206,1238,W
1211,149,1699,W
1212,6,988,C
1213,220,1630,R
1214,99,692,W
1215,84,342,C
1216,57,58,R
1217,190,572,C
1218,130,1612,R
1219,189,856,C
1220,14,288,R
1221,237,1280,R
1222,4,1009,C
1223,122,238,R
1224,7,273,R
1225,167,1572,W
1226,22,1068,C
1227,135,1247,C
1228,172,470,R
1229,136,992,W
1230,221,808,R
1231,119,1068,W
1232,185,1238,R
1233,0,936,R
1234,110,1567,R
1235,87,139,C
1236,0,1221,R
1237,230,1823,R
1238,117,1194,C
1239,61,1449,C
1240,208,226,W
1241,41,1295,W
1242,243,1210,C
1243,146,1180,W
1244,110,586,R
1245,240,1583,C
1246,200,1629,R
1247,132,113,W
1248,212,1500,W
1249,184,1529,W
1250,113,389,W
1251,106,109,W
1252,73,1775,C
1253,29,1472,R
1254,52,1608,W
1255,19,1846,W
1256,204,1412,R
1257,6,1226,R
1258,133,717,W
1259,209,249,R
1260,136,1255,R
1261,145,337,R
1262,154,1838,R
1263,34,1096,R
1264,87,188,R
1265,6,1278,W
1266,71,1189,R
1267,64,658,R
1268,167,1896,R
1269,164,1021,R
1270,134,1776,C
1271,247,207,R
1272,245,1776,R
1273,177,873,C
1274,180,1985,C
1275,136,223,R
1276,103,399,C
1277,13,1506,C
1278,84,1644,R
1279,66,1143,R
1280,137,563,W
1281,226,876,W
1282,101,100,W
1283,165,1142,R
1284,127,1294,C
1285,237,486,R
1286,54,930,R
1287,202,109,W
1288,197,1636,R
1289,249,110,W
1290,118,1517,R
1291,129,1841,W
1292,111,1014,R
1293,130,767,R
1294,235,1230,R
1295,193,1710,C
1296,239,1659,W
1297,14,68,R
1298,57,857,C
1299,210,583,W
1300,132,18,R
1301,231,642,W
1302,94,399,C
1303,108,1673,C
1304,43,1713,R
1305,209,136,C
1306,32,1701,W
1307,235,1162,R
1308,249,365,R
1309,130,944,W
1310,168,705,R
1311,170,1820,W
1312,74,55,W
1313,179,1703,W
1314,166,1262,R
1315,63,648,R
1316,247,602,C
1317,150,1802,R
1318,75,1147,C
1319,114,934,C
1320,204,403,W
1321,203,1586,R
1322,231,788,W
1323,48,442,W
1324,141,885,C
1325,123,796,W
1326,181,1859,W
1327,176,287,R
1328,36,1456,W
1329,217,309,C
1330,212,1133,C
1331,172,1701,W
1332,83,1911,C
1333,1,724,C
1334,71,1490,C
1335,54,16,C
1336,93,1927,C
1337,247,530,R
1338,156,1424,R
1339,122,1245,W
1340,232,269,W
1341,190,979,C
1342,135,515,R
1343,186,416,W
1344,234,335,W
1345,124,204,W
1346,225,512,R
1347,82,1787,W
1348,50,1006,R
1349,62,400,W
1350,71,1047,C
1351,121,912,R
1352,79,1626,C
1353,96,1349,W
1354,82,1867,C
1355,37,1563,W
1356,143,854,C
1357,72,1145,W
1358,189,681,C
1359,76,1158,R
1360,207,1726,W
1361,72,1578,C
1362,162,1570,C
1363,213,618,W
1364,168,1517,R
1365,60,1751,R
1366,134,508,C
1367,122,1470,C
1368,33,1720,C
1369,68,1170,R
1370,229,1656,W
1371,9,485,C
1372,234,1618,C
1373,187,1529,W
1374,113,1652,R
1375,39,1822,W
1376,140,270,C
1377,51,781,W
1378,141,822,C
1379,217,576,C
1380,220,659,W
1381,178,1277,C
1382,25,640,R
1383,144,1084,R
1384,151,1930,W
1385,229,1224,C
1386,71,1328,R
1387,102,817,C
1388,91,95,C
1389,41,399,R
1390,237,249,W
1391,152,1767,C
1392,225,625,R
1393,81,845,R
1394,46,181,W
1395,71,111,W
1396,242,1508,W
1397,180,1079,W
1398,213,1967,R
1399,38,1680,R
1400,50,956,R
1401,76,640,C
1402,158,255,C
1403,56,339,R
1404,200,444,R
1405,34,1140,W
1406,16,1601,W
1407,161,1816,R
1408,240,930,W
1409,211,406,R
1410,125,1411,C
1411,12,749,W
1412,246,1114,W
1413,16,1226,C
1414,88,155,R
1415,199,1385,R
1416,20,1885,R
1417,147,1579,C
1418,134,325,C
1419,101,855,W
1420,130,1778,C
1421,231,1324,C
1422,130,1193,C
1423,105,1628,R
1424,24,1338,C
1425,107,989,W
1426,96,770,R
1427,196,399,R
1428,157,1408,R
1429,216,991,C
1430,49,1800,W
1431,69,1522,C
1432,172,1040,R
1433,129,684,C
1434,108,1577,R
1435,71,1722,R
1436,218,160,R
1437,90,974,R
1438,34,859,C
1439,130,1787,R
1440,130,1962,C
1441,144,1118,R
1442,171,681,W
1443,34,921,W
1444,91,1177,R
1445,2,1065,R
1446,231,1978,R
1447,93,181,W
1448,231,1125,C
1449,58,37,R
1450,150,142,C
1451,58,437,R
1452,153,1259,W
1453,64,363,W
1454,99,882,W
1455,124,122,C
1456,198,639,C
1457,125,843,C
1458,141,1048,C
1459,55,474,C
1460,237,1966,C
1461,144,711,W
1462,102,1736,R
1463,160,1068,W
1464,147,1722,C
1465,125,579,R
1466,84,1305,W
1467,33,653,R
1468,175,1591,W
1469,144,1691,R
1470,247,691,W
1471,239,1753,W
1472,235,1752,R
1473,21,1734,C
1474,76,1097,W
1475,217,1472,R
1476,103,256,C
1477,247,1590,W
1478,71,348,W
1479,91,247,W
1480,218,689,C
1481,207,1386,R
1482,9,385,R
1483,57,141,W
1484,239,67,R
1485,56,877,W
1486,119,964,R
1487,206,550,C
1488,118,863,R
1489,70,291,C
1490,15,552,W
1491,181,24,R
1492,247,1448,W
1493,61,1136,R
1494,233,1087,R
1495,245,1708,C
1496,0,412,R
1497,105,879,W
1498,152,1589,R
1499,130,229,W
1500,69,677,W
1501,30,1926,R
1502,102,374,C
1503,98,1413,W
1504,76,1851,R
1505,114,185,C
1506,134,1434,R
1507,244,742,C
1508,180,1681,W
1509,119,1853,R
1510,205,317,R
1511,89,1581,C
1512,237,1100,W
1513,217,1099,W
1514,240,1946,C
1515,133,750,C
1516,245,919,C
1517,184,1390,C
1518,209,1607,R
1519,212,316,W
1520,46,677,C
1521,84,697,W
1522,23,199,C
1523,196,437,C
1524,105,1428,C
1525,39,1674,C
1526,71,1955,W
1527,206,1788,R
1528,214,1503,R
1529,81,243,W
1530,102,724,W
1531,134,108,R
1532,137,985,C
1533,136,389,W
1534,70,85,C
1535,125,1958,R
1536,242,1289,R
1537,109,1315,W
1538,173,1358,W
1539,154,414,C
1540,166,1322,C
1541,169,399,C
1542,15,1041,R
1543,206,981,W
1544,130,1938,C
1545,127,1967,R
1546,112,1603,W
1547,145,70,C
1548,133,1803,W
1549,55,360,R
1550,246,271,R
1551,62,299,C
1552,75,1082,C
1553,51,566,C
1554,81,1864,C
1555,112,921,C
1556,132,582,C
1557,159,974,R
1558,43,836,R
1559,61,1607,C
1560,125,811,R
1561,219,1381,C
1562,98,692,C
1563,0,1673,W
1564,104,367,R
1565,6,667,R
1566,148,960,W
1567,147,1883,R
1568,5,411,C
1569,183,149,W
1570,72,502,C
1571,158,1456,C
1572,4,1493,W
1573,203,925,W
